"","lat","lon","City","State","County","Country","Year","Precipitation"
"1378",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1379",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1380",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1381",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1382",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1383",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1384",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1385",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1386",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1387",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1388",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1389",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1390",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1391",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1392",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1393",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1394",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1395",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1396",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1397",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1398",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1399",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1400",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1401",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1402",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1403",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1404",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1405",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1406",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1407",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1408",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1409",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1410",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1411",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1412",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1413",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1414",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1415",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1416",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1417",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1418",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1419",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1420",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1421",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1422",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1423",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1424",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1425",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1426",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1427",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1428",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1429",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1430",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1431",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1432",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1433",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1434",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1435",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1436",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1437",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1438",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1439",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1440",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1441",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1442",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1443",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1444",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1445",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1446",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1447",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1448",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1449",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1450",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1451",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1452",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1453",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1454",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1455",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1456",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1457",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1458",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1459",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1460",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1461",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1462",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1463",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1464",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1465",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1466",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1467",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1468",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1469",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1470",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1471",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1472",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1473",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1474",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1475",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1476",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1477",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1478",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1479",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1480",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1481",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1482",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1483",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1484",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1485",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1486",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1487",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1488",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1489",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1490",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1491",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1492",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1493",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1494",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1495",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1496",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1497",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1498",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1499",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1500",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1501",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1502",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1503",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1504",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1505",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1506",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1507",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1508",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1509",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1510",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1511",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1512",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1513",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1514",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1515",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1516",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1517",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1518",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1519",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1520",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1521",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1522",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1523",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1524",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1525",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1526",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1527",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1528",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1529",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1530",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1531",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1532",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1533",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1534",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1535",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1536",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1537",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1538",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1539",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1540",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1541",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1542",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1543",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1544",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1545",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1546",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1547",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1548",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1549",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1550",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1551",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1552",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1553",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1554",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1555",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1556",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1557",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1558",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1559",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1560",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1561",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1562",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1563",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1564",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1565",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1566",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1567",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1568",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1569",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1570",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1571",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1572",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1573",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1574",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1575",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1576",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1577",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1578",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1579",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1580",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1581",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1582",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1583",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1584",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1585",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1586",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1587",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1588",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1589",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1590",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1591",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1592",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1593",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1594",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1595",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1596",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1597",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1598",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1599",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1600",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1601",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1602",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1603",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1604",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1605",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1606",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1607",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1608",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1609",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1610",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1611",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1612",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1613",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1614",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1615",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1616",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1617",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1618",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1619",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1620",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1621",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1622",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1623",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1624",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1625",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1626",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1627",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1628",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1629",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1630",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1631",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1632",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1633",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1634",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1635",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1636",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1637",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1638",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1639",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1640",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1641",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1642",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1643",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1644",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1645",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1646",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1647",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1648",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1649",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1650",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1651",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1652",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1653",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1654",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1655",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1656",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1657",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1658",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1659",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1660",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1661",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
"1662",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1999",1641.69123502889
"1663",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2000",1784.30835844966
"1664",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2001",1926.92548187044
"1665",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2002",2069.54260529122
"1666",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2003",2212.159728712
"1667",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2004",2354.77685213278
"1668",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2005",2497.39397555355
"1669",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2006",2640.01109897433
"1670",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2007",2782.62822239511
"1671",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2008",2925.24534581589
"1672",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2009",3067.86246923666
"1673",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2010",3210.47959265744
"1674",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2011",3353.09671607822
"1675",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2012",3495.713839499
"1676",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2013",3638.33096291977
"1677",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2014",3780.94808634055
"1678",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2015",3923.56520976133
"1679",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2016",4066.18233318211
"1680",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","2017",4208.79945660289
"1681",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1990",358.13712424189
"1682",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1991",500.754247662667
"1683",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1992",643.371371083445
"1684",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1993",785.988494504222
"1685",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1994",928.605617925
"1686",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1995",1071.22274134578
"1687",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1996",1213.83986476655
"1688",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1997",1356.45698818733
"1689",35.26768,-75.54237,"Buxton","North Carolina","Dare County","US","1998",1499.07411160811
