,KEY,DATETIME,ID,NAME,Wind_Speed_24,VMAX,LAT,LON,PER,SHRD,D200,RHLO,SDBT,POT,PC2,SHRD2,SHRG,DIVC,U200,EPSS,ENSS,TPWC,PC1,SDBT2,TBMX,RSST,storm name,landfall date,damage ranke,current damage($ 2020),base damage,landfall state,category,winds(MPH)
1440,GILB-1988,1988-09-13 12:00:00,AL081988,GILB,145.0,125.0,18.8,-81.1,15.0,3.1,81.0,79.0,8.000000119,-27.0,-178.0,0.8,10.8,87.0,-11.5,4.7,1.6,72.2,31.0,136.0,-65.7,29.4,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1441,GILB-1988,1988-09-13 18:00:00,AL081988,GILB,130.0,140.0,19.4,-82.5,25.0,13.9,115.0,77.0,7.500000112,-7.0,-197.0,10.3,14.8,128.0,-18.8,6.1,2.0,71.4,1.0,83.0,-57.3,29.5,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1442,GILB-1988,1988-09-14 00:00:00,AL081988,GILB,100.0,160.0,19.7,-83.8,35.0,6.8,86.0,79.0,4.800000072,18.0,-203.0,2.9,6.8,92.0,-12.7,6.2,1.7,72.3,1.0,64.0,-9.3,29.1,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1443,GILB-1988,1988-09-14 06:00:00,AL081988,GILB,90.0,155.0,19.9,-85.3,15.0,3.6,33.0,80.0,4.900000073,12.0,-204.0,3.9,8.0,39.0,-14.1,4.7,1.6,72.8,1.0,49.0,-35.8,28.9,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1444,GILB-1988,1988-09-14 12:00:00,AL081988,GILB,85.0,145.0,20.4,-86.5,-15.0,7.3,58.0,79.0,4.00000006,7.0,-209.0,6.2,13.5,70.0,-14.4,3.4,1.8,72.3,31.0,54.0,-69.7,28.4,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1445,GILB-1988,1988-09-14 18:00:00,AL081988,GILB,90.0,130.0,20.9,-87.8,,2.8,69.0,80.0,3.200000048,6.0,-161.0,5.3,14.8,71.0,-13.3,5.0,2.1,72.1,1.0,67.0,-63.7,28.2,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1446,GILB-1988,1988-09-15 00:00:00,AL081988,GILB,100.0,100.0,21.3,-89.5,,6.8,64.0,79.0,4.70000007,-22.0,-126.0,8.2,16.7,81.0,-15.9,5.2,1.8,74.6,1.0,84.0,-51.6,28.1,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1447,GILB-1988,1988-09-15 06:00:00,AL081988,GILB,110.0,90.0,21.6,-90.7,,10.5,77.0,79.0,10.20000015,-41.0,-115.0,9.3,15.3,51.0,-16.7,3.7,1.7,76.5,1.0,104.0,-38.6,28.2,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1448,GILB-1988,1988-09-15 12:00:00,AL081988,GILB,115.0,85.0,21.9,-91.7,-15.0,14.8,85.0,80.0,9.000000134,-58.0,-146.0,14.1,14.2,93.0,-10.8,1.8,2.1,76.7,31.0,92.0,-47.7,28.5,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1449,GILB-1988,1988-09-15 18:00:00,AL081988,GILB,115.0,90.0,22.1,-92.8,0.0,17.3,87.0,77.0,10.20000015,-46.0,-146.0,16.0,20.5,92.0,-12.7,3.7,2.8,75.1,1.0,84.0,-41.3,28.7,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1450,GILB-1988,1988-09-16 00:00:00,AL081988,GILB,80.0,100.0,22.5,-93.8,15.0,17.1,66.0,77.0,6.600000098,-37.0,-163.0,17.0,20.5,62.0,-12.7,4.4,2.8,75.8,1.0,53.0,-57.7,28.8,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1451,GILB-1988,1988-09-16 06:00:00,AL081988,GILB,50.0,110.0,22.9,-94.8,20.0,23.9,22.0,76.0,6.400000095,-35.0,-182.0,18.4,21.8,44.0,-11.8,2.0,2.8,73.4,1.0,76.0,-63.5,28.8,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1452,GILB-1988,1988-09-16 12:00:00,AL081988,GILB,35.0,115.0,23.7,-95.9,15.0,6.0,23.0,77.0,6.900000102999999,-29.0,-163.0,8.5,17.8,7.0,-8.3,1.4,3.0,69.3,31.0,99.0,-68.6,28.7,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1453,GILB-1988,1988-09-16 18:00:00,AL081988,GILB,30.0,115.0,23.9,-97.0,5.0,3.5,0.0,73.0,7.500000112,-14.0,-162.0,5.9,18.6,7.0,-8.6,4.1,3.7,70.5,1.0,78.0,-49.3,28.5,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1454,GILB-1988,1988-09-17 00:00:00,AL081988,GILB,30.0,80.0,24.4,-98.2,,9.1,-3.0,74.0,3.500000052,-38.0,-164.0,7.3,13.6,3.0,-5.9,6.1,3.3,67.8,1.0,52.0,-43.1,28.4,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1455,GILB-1988,1988-09-17 06:00:00,AL081988,GILB,30.0,50.0,24.8,-99.3,,15.0,6.0,77.0,4.00000006,-79.0,-134.0,9.5,18.9,-6.0,-10.7,4.8,2.0,68.5,31.0,78.0,-73.6,28.5,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1456,GILB-1988,1988-09-17 12:00:00,AL081988,GILB,25.0,35.0,25.0,-100.5,,15.1,31.0,78.0,6.900000102999999,-102.0,-67.0,10.3,15.9,33.0,-9.3,4.7,1.7,69.0,31.0,101.0,-57.1,28.8,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1457,GILB-1988,1988-09-17 18:00:00,AL081988,GILB,25.0,30.0,25.4,-101.9,,4.8,-3.0,73.0,9.000000134,-95.0,-7.0,4.8,16.0,21.0,-11.5,7.6,3.1,68.6,1.0,105.0,-41.8,29.0,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1458,GILB-1988,1988-09-18 00:00:00,AL081988,GILB,25.0,30.0,26.0,-103.2,,6.1,14.0,70.0,12.90000019,-96.0,11.0,2.1,18.5,30.0,-7.1,8.0,3.1,69.7,1.0,164.0,-28.4,29.2,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1459,GILB-1988,1988-09-18 06:00:00,AL081988,GILB,25.0,30.0,27.6,-103.7,,11.1,14.0,71.0,12.80000019,-110.0,83.0,6.1,18.0,10.0,1.6,3.9,2.5,70.2,1.0,219.0,-7.1,29.0,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1460,GILB-1988,1988-09-18 12:00:00,AL081988,GILB,25.0,25.0,29.3,-102.6,,11.0,28.0,73.0,13.500000199999997,-115.0,79.0,13.2,25.0,15.0,11.6,2.8,1.6,70.6,31.0,213.0,-19.1,28.7,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1461,GILB-1988,1988-09-18 18:00:00,AL081988,GILB,,25.0,31.5,-101.3,,19.4,39.0,61.0,15.60000023,-59.0,40.0,21.3,32.0,3.0,24.2,2.6,6.9,69.1,1.0,238.0,-39.9,26.5,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1462,GILB-1988,1988-09-19 00:00:00,AL081988,GILB,,25.0,33.2,-99.7,,24.7,84.0,53.0,24.00000036,25.0,82.0,31.7,46.9,66.0,35.7,2.2,8.5,61.8,1.0,296.0,9.8,23.2,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1463,GILB-1988,1988-09-19 06:00:00,AL081988,GILB,,25.0,35.8,-97.7,,39.5,85.0,58.0,16.60000025,25.0,163.0,40.5,56.0,97.0,50.9,0.0,7.7,50.5,1.0,267.0,16.0,21.0,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1464,GILB-1988,1988-09-19 12:00:00,AL081988,GILB,,25.0,37.7,-93.2,,28.9,63.0,70.0,13.100000199999998,25.0,133.0,36.4,50.5,55.0,52.2,0.0,10.6,52.9,31.0,213.0,9.4,20.6,Gilbert,"Sep 16,1988",167.0,290000000.0,50000000.0,TX,TS,70.0
1465,HELE-1988,1988-09-19 18:00:00,AL091988,HELE,45.0,30.0,13.4,-31.6,,9.6,33.0,75.0,7.200000107,-105.0,-51.0,10.1,15.8,40.0,-7.7,4.1,1.9,59.3,1.0,154.0,-42.6,28.2,,,,,,,,
1466,HELE-1988,1988-09-20 00:00:00,AL091988,HELE,50.0,32.0,13.3,-32.7,,7.7,26.0,75.0,14.30000021,-97.0,17.0,11.3,16.2,22.0,-12.4,3.4,1.9,58.8,1.0,181.0,-35.9,27.7,,,,,,,,
1467,HELE-1988,1988-09-20 06:00:00,AL091988,HELE,60.0,35.0,13.2,-33.8,5.0,10.1,30.0,74.0,13.600000199999998,-97.0,-37.0,13.2,16.5,42.0,-14.5,3.1,2.0,58.2,1.0,240.0,-72.0,27.7,,,,,,,,
1468,HELE-1988,1988-09-20 12:00:00,AL091988,HELE,70.0,40.0,13.0,-34.8,8.0,11.8,65.0,74.0,14.10000021,-94.0,-85.0,13.2,16.2,58.0,-13.6,2.6,2.1,59.7,31.0,251.0,-68.5,27.8,,,,,,,,
1469,HELE-1988,1988-09-20 18:00:00,AL091988,HELE,75.0,45.0,12.4,-35.7,10.0,10.4,118.0,76.0,10.10000015,-88.0,-106.0,10.3,17.4,125.0,-14.2,3.3,2.0,61.5,1.0,180.0,-60.1,27.8,,,,,,,,
1470,HELE-1988,1988-09-21 00:00:00,AL091988,HELE,80.0,50.0,12.2,-36.7,10.0,8.9,112.0,78.0,12.60000019,-87.0,-83.0,7.6,18.9,104.0,-14.3,3.5,2.0,61.6,1.0,214.0,-70.4,28.0,,,,,,,,
1471,HELE-1988,1988-09-21 06:00:00,AL091988,HELE,90.0,60.0,12.0,-37.7,15.0,8.9,79.0,77.0,15.70000023,-78.0,-82.0,7.7,19.4,94.0,-14.9,3.5,2.0,61.0,1.0,240.0,-68.1,28.0,,,,,,,,
1472,HELE-1988,1988-09-21 12:00:00,AL091988,HELE,95.0,70.0,12.1,-38.8,20.0,8.3,101.0,76.0,9.600000142999999,-67.0,-64.0,9.8,16.5,98.0,-17.1,3.1,2.1,60.6,31.0,157.0,-65.8,28.0,,,,,,,,
1473,HELE-1988,1988-09-21 18:00:00,AL091988,HELE,100.0,75.0,12.4,-39.9,15.0,10.5,106.0,77.0,10.10000015,-62.0,-54.0,11.1,13.3,98.0,-18.6,2.9,2.2,61.4,1.0,175.0,-58.6,28.0,,,,,,,,
1474,HELE-1988,1988-09-22 00:00:00,AL091988,HELE,110.0,80.0,12.7,-40.6,10.0,8.4,97.0,78.0,8.000000119,-57.0,-69.0,10.3,14.2,90.0,-17.9,3.4,2.1,62.9,1.0,131.0,-70.6,28.0,,,,,,,,
1475,HELE-1988,1988-09-22 06:00:00,AL091988,HELE,115.0,90.0,13.0,-41.5,15.0,13.9,96.0,78.0,4.100000061,-50.0,-91.0,13.6,18.1,96.0,-16.6,3.2,2.2,62.1,1.0,112.0,-64.1,28.0,,,,,,,,
1476,HELE-1988,1988-09-22 12:00:00,AL091988,HELE,120.0,95.0,13.2,-42.3,15.0,14.9,101.0,78.0,10.00000015,-42.0,-74.0,15.3,17.6,101.0,-17.8,2.4,2.4,61.4,31.0,161.0,-50.7,27.9,,,,,,,,
1477,HELE-1988,1988-09-22 18:00:00,AL091988,HELE,125.0,100.0,13.5,-43.1,10.0,13.0,82.0,77.0,9.200000137,-37.0,-90.0,14.7,18.1,79.0,-16.6,2.9,2.4,61.9,1.0,120.0,-35.6,28.0,,,,,,,,
1478,HELE-1988,1988-09-23 00:00:00,AL091988,HELE,120.0,110.0,13.9,-44.0,15.0,5.4,71.0,81.0,7.100000106,-28.0,-103.0,7.6,14.2,81.0,-12.7,3.7,2.2,63.4,1.0,122.0,-10.3,28.1,,,,,,,,
1479,HELE-1988,1988-09-23 06:00:00,AL091988,HELE,120.0,115.0,14.1,-44.9,15.0,4.0,66.0,78.0,6.700000099999999,-28.0,-98.0,3.8,16.0,72.0,-6.0,3.5,2.2,62.4,1.0,132.0,-26.6,28.3,,,,,,,,
1480,HELE-1988,1988-09-23 12:00:00,AL091988,HELE,115.0,120.0,14.7,-45.5,10.0,7.8,62.0,78.0,6.800000101,-21.0,-75.0,4.2,15.8,65.0,-8.4,3.6,2.3,63.2,31.0,174.0,6.3,28.3,,,,,,,,
1481,HELE-1988,1988-09-23 18:00:00,AL091988,HELE,110.0,125.0,15.3,-46.1,10.0,9.6,68.0,75.0,7.500000112,-14.0,-97.0,2.8,14.0,63.0,-6.8,3.5,2.2,63.2,1.0,99.0,-51.3,28.2,,,,,,,,
1482,HELE-1988,1988-09-24 00:00:00,AL091988,HELE,100.0,120.0,15.9,-46.9,0.0,1.1,71.0,76.0,8.100000121,-17.0,-110.0,4.3,14.6,71.0,-1.6,4.2,2.2,63.2,1.0,154.0,-52.1,28.1,,,,,,,,
1483,HELE-1988,1988-09-24 06:00:00,AL091988,HELE,100.0,120.0,16.6,-47.5,-5.0,3.5,75.0,73.0,6.200000092000001,-12.0,-130.0,7.9,16.4,75.0,1.0,4.3,2.2,62.7,1.0,137.0,-57.8,27.8,,,,,,,,
1484,HELE-1988,1988-09-24 12:00:00,AL091988,HELE,95.0,115.0,17.4,-48.0,-5.0,3.4,57.0,74.0,5.700000085,-18.0,-89.0,8.5,17.8,71.0,1.7,4.0,2.3,62.1,31.0,156.0,-55.2,27.8,,,,,,,,
1485,HELE-1988,1988-09-24 18:00:00,AL091988,HELE,90.0,110.0,18.1,-48.5,-10.0,7.7,63.0,75.0,8.100000121,-18.0,-73.0,11.4,18.1,82.0,5.1,4.7,2.2,62.3,1.0,161.0,-26.3,27.7,,,,,,,,
1486,HELE-1988,1988-09-25 00:00:00,AL091988,HELE,85.0,100.0,18.7,-48.9,-15.0,13.8,71.0,75.0,9.700000145,-29.0,-64.0,17.7,24.8,75.0,7.7,4.9,2.2,62.1,1.0,192.0,-10.7,27.7,,,,,,,,
1487,HELE-1988,1988-09-25 06:00:00,AL091988,HELE,85.0,100.0,19.4,-49.0,-10.0,10.2,104.0,75.0,11.20000017,-30.0,-76.0,18.1,29.0,96.0,7.9,4.3,2.3,61.3,1.0,196.0,-47.3,27.6,,,,,,,,
1488,HELE-1988,1988-09-25 12:00:00,AL091988,HELE,80.0,95.0,20.0,-49.1,-5.0,15.4,105.0,75.0,20.60000031,-30.0,-18.0,18.4,29.3,108.0,6.8,4.4,2.3,61.4,31.0,273.0,-63.7,27.5,,,,,,,,
1489,HELE-1988,1988-09-25 18:00:00,AL091988,HELE,80.0,90.0,20.9,-49.3,-10.0,14.4,103.0,76.0,13.80000021,-31.0,-50.0,20.8,28.7,104.0,10.5,5.0,2.3,59.6,1.0,237.0,-67.6,27.4,,,,,,,,
1490,HELE-1988,1988-09-26 00:00:00,AL091988,HELE,75.0,85.0,22.2,-49.5,-10.0,18.5,122.0,72.0,11.90000018,-39.0,-87.0,25.6,33.7,139.0,12.3,4.0,2.7,58.7,1.0,214.0,-69.1,27.4,,,,,,,,
1491,HELE-1988,1988-09-26 06:00:00,AL091988,HELE,75.0,85.0,23.4,-49.7,-5.0,15.3,108.0,73.0,6.600000098,-46.0,-105.0,22.4,31.2,123.0,10.7,3.5,2.9,61.3,1.0,143.0,-63.8,27.6,,,,,,,,
1492,HELE-1988,1988-09-26 12:00:00,AL091988,HELE,75.0,80.0,24.5,-49.9,-5.0,11.6,94.0,71.0,15.30000023,-52.0,-24.0,16.9,24.5,88.0,6.4,2.8,3.3,61.6,31.0,238.0,-29.2,27.8,,,,,,,,
1493,HELE-1988,1988-09-26 18:00:00,AL091988,HELE,75.0,80.0,25.8,-50.3,-5.0,14.8,83.0,69.0,11.90000018,-59.0,-65.0,14.6,21.9,86.0,2.8,3.0,3.3,60.9,1.0,141.0,-46.8,28.1,,,,,,,,
1494,HELE-1988,1988-09-27 00:00:00,AL091988,HELE,75.0,75.0,27.1,-51.1,-5.0,17.0,42.0,69.0,13.200000199999998,-68.0,-50.0,15.4,20.0,69.0,2.9,3.4,3.3,60.9,1.0,169.0,-61.4,28.3,,,,,,,,
1495,HELE-1988,1988-09-27 06:00:00,AL091988,HELE,80.0,75.0,28.2,-51.9,-5.0,13.7,45.0,68.0,17.90000027,-66.0,-26.0,13.4,14.6,61.0,4.2,3.6,3.3,61.7,1.0,236.0,-58.6,28.2,,,,,,,,
1496,HELE-1988,1988-09-27 12:00:00,AL091988,HELE,80.0,75.0,29.8,-52.0,0.0,13.4,51.0,68.0,5.700000085,-60.0,-79.0,17.0,17.5,54.0,11.0,3.8,3.3,63.7,31.0,81.0,-41.6,28.0,,,,,,,,
1497,HELE-1988,1988-09-27 18:00:00,AL091988,HELE,85.0,75.0,30.9,-51.9,0.0,5.2,88.0,67.0,10.60000016,-54.0,-73.0,11.6,17.7,88.0,10.7,3.3,3.4,63.1,31.0,114.0,-34.0,27.8,,,,,,,,
1498,HELE-1988,1988-09-28 00:00:00,AL091988,HELE,90.0,75.0,31.9,-51.5,0.0,4.5,94.0,66.0,10.50000016,-43.0,-55.0,10.0,19.1,93.0,6.6,2.0,3.9,61.0,1.0,142.0,-45.0,27.0,,,,,,,,
1499,HELE-1988,1988-09-28 06:00:00,AL091988,HELE,90.0,80.0,32.8,-51.0,5.0,9.5,44.0,69.0,7.8000001160000005,-35.0,-66.0,13.4,21.3,50.0,10.4,2.6,3.6,61.6,1.0,125.0,-48.7,26.8,,,,,,,,
1500,HELE-1988,1988-09-28 12:00:00,AL091988,HELE,85.0,80.0,33.5,-50.3,5.0,6.7,34.0,72.0,7.200000107,-28.0,-89.0,13.7,20.6,29.0,12.0,2.8,3.6,63.4,31.0,96.0,-39.1,26.6,,,,,,,,
1501,HELE-1988,1988-09-28 18:00:00,AL091988,HELE,75.0,85.0,34.7,-49.5,5.0,14.5,80.0,70.0,8.100000121,-14.0,-70.0,18.8,28.1,90.0,16.3,2.5,3.8,63.1,1.0,107.0,-20.3,26.1,,,,,,,,
1502,HELE-1988,1988-09-29 00:00:00,AL091988,HELE,65.0,90.0,36.1,-48.5,10.0,15.7,78.0,68.0,11.90000018,-3.0,-48.0,27.6,37.6,89.0,21.0,0.9,4.7,59.0,31.0,150.0,-2.3,25.6,,,,,,,,
1503,HELE-1988,1988-09-29 06:00:00,AL091988,HELE,65.0,90.0,38.0,-46.5,5.0,12.3,130.0,65.0,8.70000013,10.0,-73.0,24.3,36.4,107.0,23.3,0.0,7.6,60.5,1.0,152.0,-59.5,25.0,,,,,,,,
1504,HELE-1988,1988-09-29 12:00:00,AL091988,HELE,,85.0,40.2,-44.4,-5.0,26.0,120.0,63.0,14.50000022,16.0,-50.0,34.4,47.6,117.0,30.8,0.0,10.9,56.9,31.0,200.0,-57.4,24.2,,,,,,,,
1505,HELE-1988,1988-09-29 18:00:00,AL091988,HELE,,75.0,42.9,-42.0,-15.0,37.4,97.0,62.0,18.60000028,31.0,51.0,44.0,63.3,86.0,44.5,0.0,12.5,50.4,1.0,250.0,7.6,22.1,,,,,,,,
1506,HELE-1988,1988-09-30 00:00:00,AL091988,HELE,,65.0,46.2,-38.8,-20.0,44.5,106.0,71.0,23.30000035,50.0,38.0,52.3,72.2,107.0,48.4,0.0,16.6,44.4,1.0,249.0,-44.1,18.1,,,,,,,,
1507,HELE-1988,1988-09-30 06:00:00,AL091988,HELE,,65.0,50.2,-34.5,-10.0,57.8,75.0,78.0,18.00000027,65.0,27.0,58.9,75.3,87.0,56.7,0.0,19.9,38.7,1.0,253.0,-39.5,13.8,,,,,,,,
1508,ISAA-1988,1988-09-28 18:00:00,AL101988,ISAA,30.0,25.0,9.0,-45.5,,6.8,-41.0,73.0,19.30000029,-130.0,2.0,6.2,14.8,-62.0,-8.7,5.0,2.4,54.9,1.0,211.0,-67.7,29.1,,,,,,,,
1509,ISAA-1988,1988-09-29 00:00:00,AL101988,ISAA,30.0,25.0,9.1,-47.0,,8.6,-62.0,72.0,22.70000034,-131.0,91.0,7.9,18.7,-60.0,-8.5,5.4,2.3,54.1,31.0,236.0,-2.8,29.2,,,,,,,,
1510,ISAA-1988,1988-09-29 06:00:00,AL101988,ISAA,30.0,25.0,9.3,-48.7,0.0,3.6,-30.0,73.0,28.90000043,-133.0,37.0,6.2,18.9,-26.0,-8.3,4.3,2.4,54.3,1.0,333.0,-35.1,29.1,,,,,,,,
1511,ISAA-1988,1988-09-29 12:00:00,AL101988,ISAA,30.0,25.0,9.5,-50.0,0.0,6.9,-19.0,70.0,29.10000043,-132.0,27.0,5.8,16.9,-23.0,-11.1,4.6,2.4,53.7,31.0,348.0,-22.7,29.1,,,,,,,,
1512,ISAA-1988,1988-09-29 18:00:00,AL101988,ISAA,35.0,30.0,9.6,-51.3,5.0,6.5,-17.0,68.0,28.90000043,-120.0,-22.0,8.0,16.7,-6.0,-5.9,5.4,2.4,51.6,1.0,357.0,-49.8,29.0,,,,,,,,
1513,ISAA-1988,1988-09-30 00:00:00,AL101988,ISAA,40.0,30.0,9.8,-52.2,5.0,14.2,1.0,69.0,31.30000047,-123.0,33.0,14.2,21.4,11.0,-1.3,5.6,2.2,50.1,1.0,357.0,-21.3,29.2,,,,,,,,
1514,ISAA-1988,1988-09-30 06:00:00,AL101988,ISAA,35.0,30.0,10.2,-53.1,0.0,12.4,2.0,70.0,25.50000038,-130.0,-21.0,17.6,23.3,18.0,2.6,5.1,2.1,51.6,1.0,290.0,-52.0,29.4,,,,,,,,
1515,ISAA-1988,1988-09-30 12:00:00,AL101988,ISAA,30.0,30.0,10.8,-54.5,0.0,19.4,13.0,71.0,22.10000033,-130.0,39.0,24.2,29.9,26.0,7.1,5.1,2.1,54.3,31.0,238.0,-14.1,29.5,,,,,,,,
1516,ISAA-1988,1988-09-30 18:00:00,AL101988,ISAA,,35.0,11.4,-56.0,5.0,16.1,44.0,68.0,18.70000028,-123.0,-58.0,21.3,28.9,38.0,6.8,4.6,2.5,55.7,1.0,270.0,-60.0,29.4,,,,,,,,
1517,ISAA-1988,1988-10-01 00:00:00,AL101988,ISAA,,40.0,11.8,-57.7,10.0,19.3,52.0,71.0,17.80000027,-114.0,-28.0,19.6,28.0,48.0,5.4,5.6,2.1,58.3,1.0,290.0,-45.7,29.2,,,,,,,,
1518,ISAA-1988,1988-10-01 06:00:00,AL101988,ISAA,,35.0,12.0,-59.5,0.0,19.2,55.0,72.0,15.70000023,-119.0,61.0,19.4,26.2,69.0,6.4,4.7,2.1,58.4,1.0,204.0,3.0,29.0,,,,,,,,
1519,ISAA-1988,1988-10-01 12:00:00,AL101988,ISAA,,30.0,12.0,-61.2,-10.0,25.6,44.0,75.0,,-118.0,,21.5,26.6,28.0,7.8,4.9,2.0,57.4,,,,28.7,,,,,,,,
1520,JOAN-1988,1988-10-10 18:00:00,AL111988,JOAN,45.0,25.0,8.9,-42.2,,2.0,28.0,73.0,8.400000125,-118.0,-106.0,2.4,7.3,18.0,-10.7,4.1,2.3,56.5,1.0,103.0,-40.8,28.3,,,,,,,,
1521,JOAN-1988,1988-10-11 00:00:00,AL111988,JOAN,50.0,30.0,9.5,-43.6,,2.9,68.0,76.0,14.90000022,-115.0,-78.0,3.1,9.6,54.0,-11.6,4.6,2.2,58.0,1.0,163.0,-56.1,28.4,,,,,,,,
1522,JOAN-1988,1988-10-11 06:00:00,AL111988,JOAN,45.0,35.0,10.1,-45.0,10.0,7.5,53.0,74.0,12.40000018,-111.0,-104.0,4.5,9.9,55.0,-11.9,4.5,2.2,58.3,1.0,194.0,-35.1,28.4,,,,,,,,
1523,JOAN-1988,1988-10-11 12:00:00,AL111988,JOAN,45.0,40.0,10.7,-46.4,10.0,7.1,43.0,75.0,10.10000015,-104.0,-90.0,2.5,10.4,42.0,-11.9,4.8,2.2,58.4,31.0,147.0,-54.4,28.4,,,,,,,,
1524,JOAN-1988,1988-10-11 18:00:00,AL111988,JOAN,40.0,45.0,11.2,-47.9,10.0,3.6,40.0,74.0,13.700000199999998,-99.0,-45.0,4.5,12.1,78.0,-8.2,5.1,2.1,58.2,1.0,189.0,-47.2,28.5,,,,,,,,
1525,JOAN-1988,1988-10-12 00:00:00,AL111988,JOAN,40.0,50.0,11.5,-49.0,10.0,0.9,59.0,74.0,23.40000035,-90.0,5.0,5.2,14.3,64.0,-8.3,5.4,2.1,56.8,1.0,260.0,-51.6,28.3,,,,,,,,
1526,JOAN-1988,1988-10-12 06:00:00,AL111988,JOAN,40.0,45.0,11.8,-50.1,0.0,5.1,49.0,73.0,24.10000036,-94.0,54.0,8.7,17.6,36.0,-6.3,5.2,2.1,56.6,1.0,272.0,-32.7,28.2,,,,,,,,
1527,JOAN-1988,1988-10-12 12:00:00,AL111988,JOAN,40.0,45.0,12.1,-51.3,-5.0,6.0,39.0,74.0,25.40000038,-94.0,71.0,9.6,19.0,10.0,-8.7,4.9,2.1,56.1,31.0,251.0,-33.3,28.2,,,,,,,,
1528,JOAN-1988,1988-10-12 18:00:00,AL111988,JOAN,40.0,40.0,12.3,-52.5,-5.0,14.4,32.0,71.0,23.50000035,-101.0,115.0,14.4,22.2,5.0,-7.5,4.7,2.1,55.8,1.0,251.0,14.6,28.3,,,,,,,,
1529,JOAN-1988,1988-10-13 00:00:00,AL111988,JOAN,40.0,40.0,12.4,-53.8,-5.0,17.1,39.0,71.0,22.50000034,-102.0,-22.0,13.9,21.2,34.0,-8.2,4.8,2.0,58.6,1.0,290.0,-76.7,28.4,,,,,,,,
1530,JOAN-1988,1988-10-13 06:00:00,AL111988,JOAN,40.0,40.0,12.5,-54.9,0.0,18.5,49.0,72.0,16.30000024,-106.0,-78.0,15.9,21.1,55.0,-5.0,4.8,1.9,59.0,1.0,218.0,-71.3,28.5,,,,,,,,
1531,JOAN-1988,1988-10-13 12:00:00,AL111988,JOAN,45.0,40.0,12.6,-56.0,0.0,17.5,40.0,73.0,9.000000134,-107.0,-98.0,16.1,22.2,52.0,-8.2,4.7,1.9,60.0,31.0,218.0,-65.7,28.6,,,,,,,,
1532,JOAN-1988,1988-10-13 18:00:00,AL111988,JOAN,45.0,40.0,12.7,-57.1,0.0,13.3,43.0,73.0,12.20000018,-105.0,-78.0,14.6,19.1,47.0,-5.7,5.1,2.1,58.9,1.0,210.0,-69.0,28.7,,,,,,,,
1533,JOAN-1988,1988-10-14 00:00:00,AL111988,JOAN,45.0,40.0,12.6,-58.3,0.0,12.8,54.0,76.0,19.40000029,-107.0,18.0,15.5,18.0,68.0,-2.1,5.0,1.8,61.8,1.0,231.0,-12.3,28.7,,,,,,,,
1534,JOAN-1988,1988-10-14 06:00:00,AL111988,JOAN,45.0,40.0,12.4,-59.4,0.0,10.9,30.0,75.0,22.20000033,-109.0,-68.0,14.7,16.1,27.0,-1.9,4.6,1.8,61.3,1.0,283.0,-74.5,28.7,,,,,,,,
1535,JOAN-1988,1988-10-14 12:00:00,AL111988,JOAN,45.0,45.0,12.2,-60.0,5.0,8.7,33.0,78.0,9.800000146,-101.0,-122.0,15.2,15.9,35.0,-2.0,4.8,1.8,60.0,31.0,209.0,-76.1,28.6,,,,,,,,
